,Date_in_proper_format,RoughType,RoughSize,PolishSize
1698,2024-09-01,SINGLE,4-6Grs,0.50-0.699
1699,2024-09-01,SINGLE,4-6Grs,0.30 Dn
1700,2024-09-01,M.CLIV,2-4CT,0.70-1.699
1701,2024-09-01,M.CLIV,2-4CT,0.30-0.499
1702,2024-09-01,M.CLIV,2-4CT,1.70 Up
1703,2024-09-01,M.CLIV,2-4CT,0.50-0.699
1704,2024-09-01,M.CLIV,2-4CT,0.30 Dn
1705,2024-09-01,M.CLIV,5-10CT,0.70-1.699
1706,2024-09-01,M.CLIV,5-10CT,0.30-0.499
1707,2024-09-01,M.CLIV,5-10CT,1.70 Up
1708,2024-09-01,M.CLIV,5-10CT,0.50-0.699
1709,2024-09-01,M.CLIV,5-10CT,0.30 Dn
1710,2024-09-01,M.CLIV,10.8,0.70-1.699
1711,2024-09-01,M.CLIV,10.8,0.30-0.499
1712,2024-09-01,M.CLIV,10.8,1.70 Up
1713,2024-09-01,M.CLIV,10.8,0.50-0.699
1714,2024-09-01,M.CLIV,10.8,0.30 Dn
1715,2024-09-01,M.CLIV,-3Grs,0.70-1.699
1716,2024-09-01,M.CLIV,-3Grs,0.30-0.499
1717,2024-09-01,M.CLIV,-3Grs,1.70 Up
1718,2024-09-01,M.CLIV,-3Grs,0.50-0.699
1719,2024-09-01,M.CLIV,-3Grs,0.30 Dn
1720,2024-09-01,M.CLIV,4-6Grs,0.70-1.699
1721,2024-09-01,M.CLIV,4-6Grs,0.30-0.499
1722,2024-09-01,M.CLIV,4-6Grs,1.70 Up
1723,2024-09-01,M.CLIV,4-6Grs,0.50-0.699
1724,2024-09-01,M.CLIV,4-6Grs,0.30 Dn
1725,2024-09-01,SWBL,2-4CT,0.70-1.699
1726,2024-09-01,SWBL,2-4CT,0.30-0.499
1727,2024-09-01,SWBL,2-4CT,1.70 Up
1728,2024-09-01,SWBL,2-4CT,0.50-0.699
1729,2024-09-01,SWBL,2-4CT,0.30 Dn
1730,2024-09-01,SWBL,5-10CT,0.70-1.699
1731,2024-09-01,SWBL,5-10CT,0.30-0.499
1732,2024-09-01,SWBL,5-10CT,1.70 Up
1733,2024-09-01,SWBL,5-10CT,0.50-0.699
1734,2024-09-01,SWBL,5-10CT,0.30 Dn
1735,2024-09-01,SWBL,10.8,0.70-1.699
1736,2024-09-01,SWBL,10.8,0.30-0.499
1737,2024-09-01,SWBL,10.8,1.70 Up
1738,2024-09-01,SWBL,10.8,0.50-0.699
1739,2024-09-01,SWBL,10.8,0.30 Dn
1740,2024-09-01,SWBL,-3Grs,0.70-1.699
1741,2024-09-01,SWBL,-3Grs,0.30-0.499
1742,2024-09-01,SWBL,-3Grs,1.70 Up
1743,2024-09-01,SWBL,-3Grs,0.50-0.699
1744,2024-09-01,SWBL,-3Grs,0.30 Dn
1745,2024-09-01,SWBL,4-6Grs,0.70-1.699
1746,2024-09-01,SWBL,4-6Grs,0.30-0.499
1747,2024-09-01,SWBL,4-6Grs,1.70 Up
1748,2024-09-01,SWBL,4-6Grs,0.50-0.699
1749,2024-09-01,SWBL,4-6Grs,0.30 Dn
1750,2024-09-01,MIX,2-4CT,0.70-1.699
1751,2024-09-01,MIX,2-4CT,0.30-0.499
1752,2024-09-01,MIX,2-4CT,1.70 Up
1753,2024-09-01,MIX,2-4CT,0.50-0.699
1754,2024-09-01,MIX,2-4CT,0.30 Dn
1755,2024-09-01,MIX,5-10CT,0.70-1.699
1756,2024-09-01,MIX,5-10CT,0.30-0.499
1757,2024-09-01,MIX,5-10CT,1.70 Up
1758,2024-09-01,MIX,5-10CT,0.50-0.699
1759,2024-09-01,MIX,5-10CT,0.30 Dn
1760,2024-09-01,MIX,10.8,0.70-1.699
1761,2024-09-01,MIX,10.8,0.30-0.499
1762,2024-09-01,MIX,10.8,1.70 Up
1763,2024-09-01,MIX,10.8,0.50-0.699
1764,2024-09-01,MIX,10.8,0.30 Dn
1765,2024-09-01,MIX,-3Grs,0.70-1.699
1766,2024-09-01,MIX,-3Grs,0.30-0.499
1767,2024-09-01,MIX,-3Grs,1.70 Up
1768,2024-09-01,MIX,-3Grs,0.50-0.699
1769,2024-09-01,MIX,-3Grs,0.30 Dn
1770,2024-09-01,MIX,4-6Grs,0.70-1.699
1771,2024-09-01,MIX,4-6Grs,0.30-0.499
1772,2024-09-01,MIX,4-6Grs,1.70 Up
1773,2024-09-01,MIX,4-6Grs,0.50-0.699
1774,2024-09-01,MIX,4-6Grs,0.30 Dn
1775,2024-09-01,S CLIV,2-4CT,0.70-1.699
1776,2024-09-01,S CLIV,2-4CT,0.30-0.499
1777,2024-09-01,S CLIV,2-4CT,1.70 Up
1778,2024-09-01,S CLIV,2-4CT,0.50-0.699
1779,2024-09-01,S CLIV,2-4CT,0.30 Dn
1780,2024-09-01,S CLIV,5-10CT,0.70-1.699
1781,2024-09-01,S CLIV,5-10CT,0.30-0.499
1782,2024-09-01,S CLIV,5-10CT,1.70 Up
1783,2024-09-01,S CLIV,5-10CT,0.50-0.699
1784,2024-09-01,S CLIV,5-10CT,0.30 Dn
1785,2024-09-01,S CLIV,10.8,0.70-1.699
1786,2024-09-01,S CLIV,10.8,0.30-0.499
1787,2024-09-01,S CLIV,10.8,1.70 Up
1788,2024-09-01,S CLIV,10.8,0.50-0.699
1789,2024-09-01,S CLIV,10.8,0.30 Dn
1790,2024-09-01,S CLIV,-3Grs,0.70-1.699
1791,2024-09-01,S CLIV,-3Grs,0.30-0.499
1792,2024-09-01,S CLIV,-3Grs,1.70 Up
1793,2024-09-01,S CLIV,-3Grs,0.50-0.699
1794,2024-09-01,S CLIV,-3Grs,0.30 Dn
1795,2024-09-01,S CLIV,4-6Grs,0.70-1.699
1796,2024-09-01,S CLIV,4-6Grs,0.30-0.499
1797,2024-09-01,S CLIV,4-6Grs,1.70 Up
1798,2024-09-01,S CLIV,4-6Grs,0.50-0.699
1799,2024-09-01,S CLIV,4-6Grs,0.30 Dn
1800,2024-10-01,COL(YB),2-4CT,0.70-1.699
1801,2024-10-01,COL(YB),2-4CT,0.30-0.499
1802,2024-10-01,COL(YB),2-4CT,1.70 Up
1803,2024-10-01,COL(YB),2-4CT,0.50-0.699
1804,2024-10-01,COL(YB),2-4CT,0.30 Dn
1805,2024-10-01,COL(YB),5-10CT,0.70-1.699
1806,2024-10-01,COL(YB),5-10CT,0.30-0.499
1807,2024-10-01,COL(YB),5-10CT,1.70 Up
1808,2024-10-01,COL(YB),5-10CT,0.50-0.699
1809,2024-10-01,COL(YB),5-10CT,0.30 Dn
1810,2024-10-01,COL(YB),10.8,0.70-1.699
1811,2024-10-01,COL(YB),10.8,0.30-0.499
1812,2024-10-01,COL(YB),10.8,1.70 Up
1813,2024-10-01,COL(YB),10.8,0.50-0.699
1814,2024-10-01,COL(YB),10.8,0.30 Dn
1815,2024-10-01,COL(YB),-3Grs,0.70-1.699
1816,2024-10-01,COL(YB),-3Grs,0.30-0.499
1817,2024-10-01,COL(YB),-3Grs,1.70 Up
1818,2024-10-01,COL(YB),-3Grs,0.50-0.699
1819,2024-10-01,COL(YB),-3Grs,0.30 Dn
1820,2024-10-01,COL(YB),4-6Grs,0.70-1.699
1821,2024-10-01,COL(YB),4-6Grs,0.30-0.499
1822,2024-10-01,COL(YB),4-6Grs,1.70 Up
1823,2024-10-01,COL(YB),4-6Grs,0.50-0.699
1824,2024-10-01,COL(YB),4-6Grs,0.30 Dn
1825,2024-10-01,MKBL,2-4CT,0.70-1.699
1826,2024-10-01,MKBL,2-4CT,0.30-0.499
1827,2024-10-01,MKBL,2-4CT,1.70 Up
1828,2024-10-01,MKBL,2-4CT,0.50-0.699
1829,2024-10-01,MKBL,2-4CT,0.30 Dn
1830,2024-10-01,MKBL,5-10CT,0.70-1.699
1831,2024-10-01,MKBL,5-10CT,0.30-0.499
1832,2024-10-01,MKBL,5-10CT,1.70 Up
1833,2024-10-01,MKBL,5-10CT,0.50-0.699
1834,2024-10-01,MKBL,5-10CT,0.30 Dn
1835,2024-10-01,MKBL,10.8,0.70-1.699
1836,2024-10-01,MKBL,10.8,0.30-0.499
1837,2024-10-01,MKBL,10.8,1.70 Up
1838,2024-10-01,MKBL,10.8,0.50-0.699
1839,2024-10-01,MKBL,10.8,0.30 Dn
1840,2024-10-01,MKBL,-3Grs,0.70-1.699
1841,2024-10-01,MKBL,-3Grs,0.30-0.499
1842,2024-10-01,MKBL,-3Grs,1.70 Up
1843,2024-10-01,MKBL,-3Grs,0.50-0.699
1844,2024-10-01,MKBL,-3Grs,0.30 Dn
1845,2024-10-01,MKBL,4-6Grs,0.70-1.699
1846,2024-10-01,MKBL,4-6Grs,0.30-0.499
1847,2024-10-01,MKBL,4-6Grs,1.70 Up
1848,2024-10-01,MKBL,4-6Grs,0.50-0.699
1849,2024-10-01,MKBL,4-6Grs,0.30 Dn
1850,2024-10-01,CLIV,2-4CT,0.70-1.699
1851,2024-10-01,CLIV,2-4CT,0.30-0.499
1852,2024-10-01,CLIV,2-4CT,1.70 Up
1853,2024-10-01,CLIV,2-4CT,0.50-0.699
1854,2024-10-01,CLIV,2-4CT,0.30 Dn
1855,2024-10-01,CLIV,5-10CT,0.70-1.699
1856,2024-10-01,CLIV,5-10CT,0.30-0.499
1857,2024-10-01,CLIV,5-10CT,1.70 Up
1858,2024-10-01,CLIV,5-10CT,0.50-0.699
1859,2024-10-01,CLIV,5-10CT,0.30 Dn
1860,2024-10-01,CLIV,10.8,0.70-1.699
1861,2024-10-01,CLIV,10.8,0.30-0.499
1862,2024-10-01,CLIV,10.8,1.70 Up
1863,2024-10-01,CLIV,10.8,0.50-0.699
1864,2024-10-01,CLIV,10.8,0.30 Dn
1865,2024-10-01,CLIV,-3Grs,0.70-1.699
1866,2024-10-01,CLIV,-3Grs,0.30-0.499
1867,2024-10-01,CLIV,-3Grs,1.70 Up
1868,2024-10-01,CLIV,-3Grs,0.50-0.699
1869,2024-10-01,CLIV,-3Grs,0.30 Dn
1870,2024-10-01,CLIV,4-6Grs,0.70-1.699
1871,2024-10-01,CLIV,4-6Grs,0.30-0.499
1872,2024-10-01,CLIV,4-6Grs,1.70 Up
1873,2024-10-01,CLIV,4-6Grs,0.50-0.699
1874,2024-10-01,CLIV,4-6Grs,0.30 Dn
1875,2024-10-01,SINGLE,2-4CT,0.70-1.699
1876,2024-10-01,SINGLE,2-4CT,0.30-0.499
1877,2024-10-01,SINGLE,2-4CT,1.70 Up
1878,2024-10-01,SINGLE,2-4CT,0.50-0.699
1879,2024-10-01,SINGLE,2-4CT,0.30 Dn
1880,2024-10-01,SINGLE,5-10CT,0.70-1.699
1881,2024-10-01,SINGLE,5-10CT,0.30-0.499
1882,2024-10-01,SINGLE,5-10CT,1.70 Up
1883,2024-10-01,SINGLE,5-10CT,0.50-0.699
1884,2024-10-01,SINGLE,5-10CT,0.30 Dn
1885,2024-10-01,SINGLE,10.8,0.70-1.699
1886,2024-10-01,SINGLE,10.8,0.30-0.499
1887,2024-10-01,SINGLE,10.8,1.70 Up
1888,2024-10-01,SINGLE,10.8,0.50-0.699
1889,2024-10-01,SINGLE,10.8,0.30 Dn
1890,2024-10-01,SINGLE,-3Grs,0.70-1.699
1891,2024-10-01,SINGLE,-3Grs,0.30-0.499
1892,2024-10-01,SINGLE,-3Grs,1.70 Up
1893,2024-10-01,SINGLE,-3Grs,0.50-0.699
1894,2024-10-01,SINGLE,-3Grs,0.30 Dn
1895,2024-10-01,SINGLE,4-6Grs,0.70-1.699
1896,2024-10-01,SINGLE,4-6Grs,0.30-0.499
1897,2024-10-01,SINGLE,4-6Grs,1.70 Up
1898,2024-10-01,SINGLE,4-6Grs,0.50-0.699
1899,2024-10-01,SINGLE,4-6Grs,0.30 Dn
1900,2024-10-01,M.CLIV,2-4CT,0.70-1.699
1901,2024-10-01,M.CLIV,2-4CT,0.30-0.499
1902,2024-10-01,M.CLIV,2-4CT,1.70 Up
1903,2024-10-01,M.CLIV,2-4CT,0.50-0.699
1904,2024-10-01,M.CLIV,2-4CT,0.30 Dn
1905,2024-10-01,M.CLIV,5-10CT,0.70-1.699
1906,2024-10-01,M.CLIV,5-10CT,0.30-0.499
1907,2024-10-01,M.CLIV,5-10CT,1.70 Up
1908,2024-10-01,M.CLIV,5-10CT,0.50-0.699
1909,2024-10-01,M.CLIV,5-10CT,0.30 Dn
1910,2024-10-01,M.CLIV,10.8,0.70-1.699
1911,2024-10-01,M.CLIV,10.8,0.30-0.499
1912,2024-10-01,M.CLIV,10.8,1.70 Up
1913,2024-10-01,M.CLIV,10.8,0.50-0.699
1914,2024-10-01,M.CLIV,10.8,0.30 Dn
1915,2024-10-01,M.CLIV,-3Grs,0.70-1.699
1916,2024-10-01,M.CLIV,-3Grs,0.30-0.499
1917,2024-10-01,M.CLIV,-3Grs,1.70 Up
1918,2024-10-01,M.CLIV,-3Grs,0.50-0.699
1919,2024-10-01,M.CLIV,-3Grs,0.30 Dn
1920,2024-10-01,M.CLIV,4-6Grs,0.70-1.699
1921,2024-10-01,M.CLIV,4-6Grs,0.30-0.499
1922,2024-10-01,M.CLIV,4-6Grs,1.70 Up
1923,2024-10-01,M.CLIV,4-6Grs,0.50-0.699
1924,2024-10-01,M.CLIV,4-6Grs,0.30 Dn
1925,2024-10-01,SWBL,2-4CT,0.70-1.699
1926,2024-10-01,SWBL,2-4CT,0.30-0.499
1927,2024-10-01,SWBL,2-4CT,1.70 Up
1928,2024-10-01,SWBL,2-4CT,0.50-0.699
1929,2024-10-01,SWBL,2-4CT,0.30 Dn
1930,2024-10-01,SWBL,5-10CT,0.70-1.699
1931,2024-10-01,SWBL,5-10CT,0.30-0.499
1932,2024-10-01,SWBL,5-10CT,1.70 Up
1933,2024-10-01,SWBL,5-10CT,0.50-0.699
1934,2024-10-01,SWBL,5-10CT,0.30 Dn
1935,2024-10-01,SWBL,10.8,0.70-1.699
1936,2024-10-01,SWBL,10.8,0.30-0.499
1937,2024-10-01,SWBL,10.8,1.70 Up
1938,2024-10-01,SWBL,10.8,0.50-0.699
1939,2024-10-01,SWBL,10.8,0.30 Dn
1940,2024-10-01,SWBL,-3Grs,0.70-1.699
1941,2024-10-01,SWBL,-3Grs,0.30-0.499
1942,2024-10-01,SWBL,-3Grs,1.70 Up
1943,2024-10-01,SWBL,-3Grs,0.50-0.699
1944,2024-10-01,SWBL,-3Grs,0.30 Dn
1945,2024-10-01,SWBL,4-6Grs,0.70-1.699
1946,2024-10-01,SWBL,4-6Grs,0.30-0.499
1947,2024-10-01,SWBL,4-6Grs,1.70 Up
1948,2024-10-01,SWBL,4-6Grs,0.50-0.699
1949,2024-10-01,SWBL,4-6Grs,0.30 Dn
1950,2024-10-01,MIX,2-4CT,0.70-1.699
1951,2024-10-01,MIX,2-4CT,0.30-0.499
1952,2024-10-01,MIX,2-4CT,1.70 Up
1953,2024-10-01,MIX,2-4CT,0.50-0.699
1954,2024-10-01,MIX,2-4CT,0.30 Dn
1955,2024-10-01,MIX,5-10CT,0.70-1.699
1956,2024-10-01,MIX,5-10CT,0.30-0.499
1957,2024-10-01,MIX,5-10CT,1.70 Up
1958,2024-10-01,MIX,5-10CT,0.50-0.699
1959,2024-10-01,MIX,5-10CT,0.30 Dn
1960,2024-10-01,MIX,10.8,0.70-1.699
1961,2024-10-01,MIX,10.8,0.30-0.499
1962,2024-10-01,MIX,10.8,1.70 Up
1963,2024-10-01,MIX,10.8,0.50-0.699
1964,2024-10-01,MIX,10.8,0.30 Dn
1965,2024-10-01,MIX,-3Grs,0.70-1.699
1966,2024-10-01,MIX,-3Grs,0.30-0.499
1967,2024-10-01,MIX,-3Grs,1.70 Up
1968,2024-10-01,MIX,-3Grs,0.50-0.699
1969,2024-10-01,MIX,-3Grs,0.30 Dn
1970,2024-10-01,MIX,4-6Grs,0.70-1.699
1971,2024-10-01,MIX,4-6Grs,0.30-0.499
1972,2024-10-01,MIX,4-6Grs,1.70 Up
1973,2024-10-01,MIX,4-6Grs,0.50-0.699
1974,2024-10-01,MIX,4-6Grs,0.30 Dn
1975,2024-10-01,S CLIV,2-4CT,0.70-1.699
1976,2024-10-01,S CLIV,2-4CT,0.30-0.499
1977,2024-10-01,S CLIV,2-4CT,1.70 Up
1978,2024-10-01,S CLIV,2-4CT,0.50-0.699
1979,2024-10-01,S CLIV,2-4CT,0.30 Dn
1980,2024-10-01,S CLIV,5-10CT,0.70-1.699
1981,2024-10-01,S CLIV,5-10CT,0.30-0.499
1982,2024-10-01,S CLIV,5-10CT,1.70 Up
1983,2024-10-01,S CLIV,5-10CT,0.50-0.699
1984,2024-10-01,S CLIV,5-10CT,0.30 Dn
1985,2024-10-01,S CLIV,10.8,0.70-1.699
1986,2024-10-01,S CLIV,10.8,0.30-0.499
1987,2024-10-01,S CLIV,10.8,1.70 Up
1988,2024-10-01,S CLIV,10.8,0.50-0.699
1989,2024-10-01,S CLIV,10.8,0.30 Dn
1990,2024-10-01,S CLIV,-3Grs,0.70-1.699
1991,2024-10-01,S CLIV,-3Grs,0.30-0.499
1992,2024-10-01,S CLIV,-3Grs,1.70 Up
1993,2024-10-01,S CLIV,-3Grs,0.50-0.699
1994,2024-10-01,S CLIV,-3Grs,0.30 Dn
1995,2024-10-01,S CLIV,4-6Grs,0.70-1.699
1996,2024-10-01,S CLIV,4-6Grs,0.30-0.499
1997,2024-10-01,S CLIV,4-6Grs,1.70 Up
1998,2024-10-01,S CLIV,4-6Grs,0.50-0.699
1999,2024-10-01,S CLIV,4-6Grs,0.30 Dn
2000,2024-11-01,COL(YB),2-4CT,0.70-1.699
2001,2024-11-01,COL(YB),2-4CT,0.30-0.499
2002,2024-11-01,COL(YB),2-4CT,1.70 Up
2003,2024-11-01,COL(YB),2-4CT,0.50-0.699
2004,2024-11-01,COL(YB),2-4CT,0.30 Dn
2005,2024-11-01,COL(YB),5-10CT,0.70-1.699
2006,2024-11-01,COL(YB),5-10CT,0.30-0.499
2007,2024-11-01,COL(YB),5-10CT,1.70 Up
2008,2024-11-01,COL(YB),5-10CT,0.50-0.699
2009,2024-11-01,COL(YB),5-10CT,0.30 Dn
2010,2024-11-01,COL(YB),10.8,0.70-1.699
2011,2024-11-01,COL(YB),10.8,0.30-0.499
2012,2024-11-01,COL(YB),10.8,1.70 Up
2013,2024-11-01,COL(YB),10.8,0.50-0.699
2014,2024-11-01,COL(YB),10.8,0.30 Dn
2015,2024-11-01,COL(YB),-3Grs,0.70-1.699
2016,2024-11-01,COL(YB),-3Grs,0.30-0.499
2017,2024-11-01,COL(YB),-3Grs,1.70 Up
2018,2024-11-01,COL(YB),-3Grs,0.50-0.699
2019,2024-11-01,COL(YB),-3Grs,0.30 Dn
2020,2024-11-01,COL(YB),4-6Grs,0.70-1.699
2021,2024-11-01,COL(YB),4-6Grs,0.30-0.499
2022,2024-11-01,COL(YB),4-6Grs,1.70 Up
2023,2024-11-01,COL(YB),4-6Grs,0.50-0.699
2024,2024-11-01,COL(YB),4-6Grs,0.30 Dn
2025,2024-11-01,MKBL,2-4CT,0.70-1.699
2026,2024-11-01,MKBL,2-4CT,0.30-0.499
2027,2024-11-01,MKBL,2-4CT,1.70 Up
2028,2024-11-01,MKBL,2-4CT,0.50-0.699
2029,2024-11-01,MKBL,2-4CT,0.30 Dn
2030,2024-11-01,MKBL,5-10CT,0.70-1.699
2031,2024-11-01,MKBL,5-10CT,0.30-0.499
2032,2024-11-01,MKBL,5-10CT,1.70 Up
2033,2024-11-01,MKBL,5-10CT,0.50-0.699
2034,2024-11-01,MKBL,5-10CT,0.30 Dn
2035,2024-11-01,MKBL,10.8,0.70-1.699
2036,2024-11-01,MKBL,10.8,0.30-0.499
2037,2024-11-01,MKBL,10.8,1.70 Up
2038,2024-11-01,MKBL,10.8,0.50-0.699
2039,2024-11-01,MKBL,10.8,0.30 Dn
2040,2024-11-01,MKBL,-3Grs,0.70-1.699
2041,2024-11-01,MKBL,-3Grs,0.30-0.499
2042,2024-11-01,MKBL,-3Grs,1.70 Up
2043,2024-11-01,MKBL,-3Grs,0.50-0.699
2044,2024-11-01,MKBL,-3Grs,0.30 Dn
2045,2024-11-01,MKBL,4-6Grs,0.70-1.699
2046,2024-11-01,MKBL,4-6Grs,0.30-0.499
2047,2024-11-01,MKBL,4-6Grs,1.70 Up
2048,2024-11-01,MKBL,4-6Grs,0.50-0.699
2049,2024-11-01,MKBL,4-6Grs,0.30 Dn
2050,2024-11-01,CLIV,2-4CT,0.70-1.699
2051,2024-11-01,CLIV,2-4CT,0.30-0.499
2052,2024-11-01,CLIV,2-4CT,1.70 Up
2053,2024-11-01,CLIV,2-4CT,0.50-0.699
2054,2024-11-01,CLIV,2-4CT,0.30 Dn
2055,2024-11-01,CLIV,5-10CT,0.70-1.699
2056,2024-11-01,CLIV,5-10CT,0.30-0.499
2057,2024-11-01,CLIV,5-10CT,1.70 Up
2058,2024-11-01,CLIV,5-10CT,0.50-0.699
2059,2024-11-01,CLIV,5-10CT,0.30 Dn
2060,2024-11-01,CLIV,10.8,0.70-1.699
2061,2024-11-01,CLIV,10.8,0.30-0.499
2062,2024-11-01,CLIV,10.8,1.70 Up
2063,2024-11-01,CLIV,10.8,0.50-0.699
2064,2024-11-01,CLIV,10.8,0.30 Dn
2065,2024-11-01,CLIV,-3Grs,0.70-1.699
2066,2024-11-01,CLIV,-3Grs,0.30-0.499
2067,2024-11-01,CLIV,-3Grs,1.70 Up
2068,2024-11-01,CLIV,-3Grs,0.50-0.699
2069,2024-11-01,CLIV,-3Grs,0.30 Dn
2070,2024-11-01,CLIV,4-6Grs,0.70-1.699
2071,2024-11-01,CLIV,4-6Grs,0.30-0.499
2072,2024-11-01,CLIV,4-6Grs,1.70 Up
2073,2024-11-01,CLIV,4-6Grs,0.50-0.699
2074,2024-11-01,CLIV,4-6Grs,0.30 Dn
2075,2024-11-01,SINGLE,2-4CT,0.70-1.699
2076,2024-11-01,SINGLE,2-4CT,0.30-0.499
2077,2024-11-01,SINGLE,2-4CT,1.70 Up
2078,2024-11-01,SINGLE,2-4CT,0.50-0.699
2079,2024-11-01,SINGLE,2-4CT,0.30 Dn
2080,2024-11-01,SINGLE,5-10CT,0.70-1.699
2081,2024-11-01,SINGLE,5-10CT,0.30-0.499
2082,2024-11-01,SINGLE,5-10CT,1.70 Up
2083,2024-11-01,SINGLE,5-10CT,0.50-0.699
2084,2024-11-01,SINGLE,5-10CT,0.30 Dn
2085,2024-11-01,SINGLE,10.8,0.70-1.699
2086,2024-11-01,SINGLE,10.8,0.30-0.499
2087,2024-11-01,SINGLE,10.8,1.70 Up
2088,2024-11-01,SINGLE,10.8,0.50-0.699
2089,2024-11-01,SINGLE,10.8,0.30 Dn
2090,2024-11-01,SINGLE,-3Grs,0.70-1.699
2091,2024-11-01,SINGLE,-3Grs,0.30-0.499
2092,2024-11-01,SINGLE,-3Grs,1.70 Up
2093,2024-11-01,SINGLE,-3Grs,0.50-0.699
2094,2024-11-01,SINGLE,-3Grs,0.30 Dn
2095,2024-11-01,SINGLE,4-6Grs,0.70-1.699
2096,2024-11-01,SINGLE,4-6Grs,0.30-0.499
2097,2024-11-01,SINGLE,4-6Grs,1.70 Up
2098,2024-11-01,SINGLE,4-6Grs,0.50-0.699
2099,2024-11-01,SINGLE,4-6Grs,0.30 Dn
2100,2024-11-01,M.CLIV,2-4CT,0.70-1.699
2101,2024-11-01,M.CLIV,2-4CT,0.30-0.499
2102,2024-11-01,M.CLIV,2-4CT,1.70 Up
2103,2024-11-01,M.CLIV,2-4CT,0.50-0.699
2104,2024-11-01,M.CLIV,2-4CT,0.30 Dn
2105,2024-11-01,M.CLIV,5-10CT,0.70-1.699
2106,2024-11-01,M.CLIV,5-10CT,0.30-0.499
2107,2024-11-01,M.CLIV,5-10CT,1.70 Up
2108,2024-11-01,M.CLIV,5-10CT,0.50-0.699
2109,2024-11-01,M.CLIV,5-10CT,0.30 Dn
2110,2024-11-01,M.CLIV,10.8,0.70-1.699
2111,2024-11-01,M.CLIV,10.8,0.30-0.499
2112,2024-11-01,M.CLIV,10.8,1.70 Up
2113,2024-11-01,M.CLIV,10.8,0.50-0.699
2114,2024-11-01,M.CLIV,10.8,0.30 Dn
2115,2024-11-01,M.CLIV,-3Grs,0.70-1.699
2116,2024-11-01,M.CLIV,-3Grs,0.30-0.499
2117,2024-11-01,M.CLIV,-3Grs,1.70 Up
2118,2024-11-01,M.CLIV,-3Grs,0.50-0.699
2119,2024-11-01,M.CLIV,-3Grs,0.30 Dn
2120,2024-11-01,M.CLIV,4-6Grs,0.70-1.699
2121,2024-11-01,M.CLIV,4-6Grs,0.30-0.499
2122,2024-11-01,M.CLIV,4-6Grs,1.70 Up
2123,2024-11-01,M.CLIV,4-6Grs,0.50-0.699
2124,2024-11-01,M.CLIV,4-6Grs,0.30 Dn
2125,2024-11-01,SWBL,2-4CT,0.70-1.699
2126,2024-11-01,SWBL,2-4CT,0.30-0.499
2127,2024-11-01,SWBL,2-4CT,1.70 Up
2128,2024-11-01,SWBL,2-4CT,0.50-0.699
2129,2024-11-01,SWBL,2-4CT,0.30 Dn
2130,2024-11-01,SWBL,5-10CT,0.70-1.699
2131,2024-11-01,SWBL,5-10CT,0.30-0.499
2132,2024-11-01,SWBL,5-10CT,1.70 Up
2133,2024-11-01,SWBL,5-10CT,0.50-0.699
2134,2024-11-01,SWBL,5-10CT,0.30 Dn
2135,2024-11-01,SWBL,10.8,0.70-1.699
2136,2024-11-01,SWBL,10.8,0.30-0.499
2137,2024-11-01,SWBL,10.8,1.70 Up
2138,2024-11-01,SWBL,10.8,0.50-0.699
2139,2024-11-01,SWBL,10.8,0.30 Dn
2140,2024-11-01,SWBL,-3Grs,0.70-1.699
2141,2024-11-01,SWBL,-3Grs,0.30-0.499
2142,2024-11-01,SWBL,-3Grs,1.70 Up
2143,2024-11-01,SWBL,-3Grs,0.50-0.699
2144,2024-11-01,SWBL,-3Grs,0.30 Dn
2145,2024-11-01,SWBL,4-6Grs,0.70-1.699
2146,2024-11-01,SWBL,4-6Grs,0.30-0.499
2147,2024-11-01,SWBL,4-6Grs,1.70 Up
2148,2024-11-01,SWBL,4-6Grs,0.50-0.699
2149,2024-11-01,SWBL,4-6Grs,0.30 Dn
2150,2024-11-01,MIX,2-4CT,0.70-1.699
2151,2024-11-01,MIX,2-4CT,0.30-0.499
2152,2024-11-01,MIX,2-4CT,1.70 Up
2153,2024-11-01,MIX,2-4CT,0.50-0.699
2154,2024-11-01,MIX,2-4CT,0.30 Dn
2155,2024-11-01,MIX,5-10CT,0.70-1.699
2156,2024-11-01,MIX,5-10CT,0.30-0.499
2157,2024-11-01,MIX,5-10CT,1.70 Up
2158,2024-11-01,MIX,5-10CT,0.50-0.699
2159,2024-11-01,MIX,5-10CT,0.30 Dn
2160,2024-11-01,MIX,10.8,0.70-1.699
2161,2024-11-01,MIX,10.8,0.30-0.499
2162,2024-11-01,MIX,10.8,1.70 Up
2163,2024-11-01,MIX,10.8,0.50-0.699
2164,2024-11-01,MIX,10.8,0.30 Dn
2165,2024-11-01,MIX,-3Grs,0.70-1.699
2166,2024-11-01,MIX,-3Grs,0.30-0.499
2167,2024-11-01,MIX,-3Grs,1.70 Up
2168,2024-11-01,MIX,-3Grs,0.50-0.699
2169,2024-11-01,MIX,-3Grs,0.30 Dn
2170,2024-11-01,MIX,4-6Grs,0.70-1.699
2171,2024-11-01,MIX,4-6Grs,0.30-0.499
2172,2024-11-01,MIX,4-6Grs,1.70 Up
2173,2024-11-01,MIX,4-6Grs,0.50-0.699
2174,2024-11-01,MIX,4-6Grs,0.30 Dn
2175,2024-11-01,S CLIV,2-4CT,0.70-1.699
2176,2024-11-01,S CLIV,2-4CT,0.30-0.499
2177,2024-11-01,S CLIV,2-4CT,1.70 Up
