,RoughType,RoughSize,PolishSize,Code_Category,YYYYMM,Total_Pieces,Date_in_proper_format,_3Mo__Avg_Total_Pieces,_6Mo__Avg_Total_Pieces,PrevMth_Total_Pieces,Prev3Mth_Total_Pieces,Prev6Mth_Total_Pieces,_3MthTrend_Total_Pieces,_6MthTrend_Total_Pieces,_3Mo__Stddev_Total_Pieces,_6Mo__Stddev_Total_Pieces,_3Mo__Avg_Days,_6Mo__Avg_Days,PrevMth_Days,Prev3Mth_Days,Prev6Mth_Days,_3MthTrend_Days,_6MthTrend_Days,_3Mo__Stddev_Days,_6Mo__Stddev_Days,_3Mo__Avg_Pct_Contrib__RoughType_n_RoughSize_n_PolishSize_n_PolishShape_in_Monthly_Sales,_6Mo__Avg_Pct_Contrib__RoughType_n_RoughSize_n_PolishSize_n_PolishShape_in_Monthly_Sales,PrevMth_Pct_Contrib__RoughType_n_RoughSize_n_PolishSize_n_PolishShape_in_Monthly_Sales,Prev3Mth_Pct_Contrib__RoughType_n_RoughSize_n_PolishSize_n_PolishShape_in_Monthly_Sales,Prev6Mth_Pct_Contrib__RoughType_n_RoughSize_n_PolishSize_n_PolishShape_in_Monthly_Sales,_3MthTrend_Pct_Contrib__RoughType_n_RoughSize_n_PolishSize_n_PolishShape_in_Monthly_Sales,_6MthTrend_Pct_Contrib__RoughType_n_RoughSize_n_PolishSize_n_PolishShape_in_Monthly_Sales,_3Mo__Stddev_Pct_Contrib__RoughType_n_RoughSize_n_PolishSize_n_PolishShape_in_Monthly_Sales,_6Mo__Stddev_Pct_Contrib__RoughType_n_RoughSize_n_PolishSize_n_PolishShape_in_Monthly_Sales,_3Mo__Avg_Pct_Contrib__RoughType_n_RoughSize_in_PolishSize_n_PolishShape,_6Mo__Avg_Pct_Contrib__RoughType_n_RoughSize_in_PolishSize_n_PolishShape,PrevMth_Pct_Contrib__RoughType_n_RoughSize_in_PolishSize_n_PolishShape,Prev3Mth_Pct_Contrib__RoughType_n_RoughSize_in_PolishSize_n_PolishShape,Prev6Mth_Pct_Contrib__RoughType_n_RoughSize_in_PolishSize_n_PolishShape,_3MthTrend_Pct_Contrib__RoughType_n_RoughSize_in_PolishSize_n_PolishShape,_6MthTrend_Pct_Contrib__RoughType_n_RoughSize_in_PolishSize_n_PolishShape,_3Mo__Stddev_Pct_Contrib__RoughType_n_RoughSize_in_PolishSize_n_PolishShape,_6Mo__Stddev_Pct_Contrib__RoughType_n_RoughSize_in_PolishSize_n_PolishShape,_3Mo__Avg_Pct_Contrib__RoughType_n_PolishSize_in_RoughSize_n_PolishShape,_6Mo__Avg_Pct_Contrib__RoughType_n_PolishSize_in_RoughSize_n_PolishShape,PrevMth_Pct_Contrib__RoughType_n_PolishSize_in_RoughSize_n_PolishShape,Prev3Mth_Pct_Contrib__RoughType_n_PolishSize_in_RoughSize_n_PolishShape,Prev6Mth_Pct_Contrib__RoughType_n_PolishSize_in_RoughSize_n_PolishShape,_3MthTrend_Pct_Contrib__RoughType_n_PolishSize_in_RoughSize_n_PolishShape,_6MthTrend_Pct_Contrib__RoughType_n_PolishSize_in_RoughSize_n_PolishShape,_3Mo__Stddev_Pct_Contrib__RoughType_n_PolishSize_in_RoughSize_n_PolishShape,_6Mo__Stddev_Pct_Contrib__RoughType_n_PolishSize_in_RoughSize_n_PolishShape,_3Mo__Avg_Pct_Contrib__RoughType_n_PolishShape_in_RoughSize_n_PolishSize,_6Mo__Avg_Pct_Contrib__RoughType_n_PolishShape_in_RoughSize_n_PolishSize,PrevMth_Pct_Contrib__RoughType_n_PolishShape_in_RoughSize_n_PolishSize,Prev3Mth_Pct_Contrib__RoughType_n_PolishShape_in_RoughSize_n_PolishSize,Prev6Mth_Pct_Contrib__RoughType_n_PolishShape_in_RoughSize_n_PolishSize,_3MthTrend_Pct_Contrib__RoughType_n_PolishShape_in_RoughSize_n_PolishSize,_6MthTrend_Pct_Contrib__RoughType_n_PolishShape_in_RoughSize_n_PolishSize,_3Mo__Stddev_Pct_Contrib__RoughType_n_PolishShape_in_RoughSize_n_PolishSize,_6Mo__Stddev_Pct_Contrib__RoughType_n_PolishShape_in_RoughSize_n_PolishSize,_3Mo__Avg_Pct_Contrib__RoughSize_n_PolishSize_in_RoughType_n_PolishShape,_6Mo__Avg_Pct_Contrib__RoughSize_n_PolishSize_in_RoughType_n_PolishShape,PrevMth_Pct_Contrib__RoughSize_n_PolishSize_in_RoughType_n_PolishShape,Prev3Mth_Pct_Contrib__RoughSize_n_PolishSize_in_RoughType_n_PolishShape,Prev6Mth_Pct_Contrib__RoughSize_n_PolishSize_in_RoughType_n_PolishShape,_3MthTrend_Pct_Contrib__RoughSize_n_PolishSize_in_RoughType_n_PolishShape,_6MthTrend_Pct_Contrib__RoughSize_n_PolishSize_in_RoughType_n_PolishShape,_3Mo__Stddev_Pct_Contrib__RoughSize_n_PolishSize_in_RoughType_n_PolishShape,_6Mo__Stddev_Pct_Contrib__RoughSize_n_PolishSize_in_RoughType_n_PolishShape,_3Mo__Avg_Pct_Contrib__RoughSize_n_PolishShape_in_RoughType_n_PolishSize,_6Mo__Avg_Pct_Contrib__RoughSize_n_PolishShape_in_RoughType_n_PolishSize,PrevMth_Pct_Contrib__RoughSize_n_PolishShape_in_RoughType_n_PolishSize,Prev3Mth_Pct_Contrib__RoughSize_n_PolishShape_in_RoughType_n_PolishSize,Prev6Mth_Pct_Contrib__RoughSize_n_PolishShape_in_RoughType_n_PolishSize,_3MthTrend_Pct_Contrib__RoughSize_n_PolishShape_in_RoughType_n_PolishSize,_6MthTrend_Pct_Contrib__RoughSize_n_PolishShape_in_RoughType_n_PolishSize,_3Mo__Stddev_Pct_Contrib__RoughSize_n_PolishShape_in_RoughType_n_PolishSize,_6Mo__Stddev_Pct_Contrib__RoughSize_n_PolishShape_in_RoughType_n_PolishSize,_3Mo__Avg_Pct_Contrib__PolishSize_n_PolishShape_in_RoughType_n_RoughSize,_6Mo__Avg_Pct_Contrib__PolishSize_n_PolishShape_in_RoughType_n_RoughSize,PrevMth_Pct_Contrib__PolishSize_n_PolishShape_in_RoughType_n_RoughSize,Prev3Mth_Pct_Contrib__PolishSize_n_PolishShape_in_RoughType_n_RoughSize,Prev6Mth_Pct_Contrib__PolishSize_n_PolishShape_in_RoughType_n_RoughSize,_3MthTrend_Pct_Contrib__PolishSize_n_PolishShape_in_RoughType_n_RoughSize,_6MthTrend_Pct_Contrib__PolishSize_n_PolishShape_in_RoughType_n_RoughSize,_3Mo__Stddev_Pct_Contrib__PolishSize_n_PolishShape_in_RoughType_n_RoughSize,_6Mo__Stddev_Pct_Contrib__PolishSize_n_PolishShape_in_RoughType_n_RoughSize,_3Mo__Avg_Pct_Contrib__RoughType_n_RoughSize_n_PolishSize_in_PolishShape,_6Mo__Avg_Pct_Contrib__RoughType_n_RoughSize_n_PolishSize_in_PolishShape,PrevMth_Pct_Contrib__RoughType_n_RoughSize_n_PolishSize_in_PolishShape,Prev3Mth_Pct_Contrib__RoughType_n_RoughSize_n_PolishSize_in_PolishShape,Prev6Mth_Pct_Contrib__RoughType_n_RoughSize_n_PolishSize_in_PolishShape,_3MthTrend_Pct_Contrib__RoughType_n_RoughSize_n_PolishSize_in_PolishShape,_6MthTrend_Pct_Contrib__RoughType_n_RoughSize_n_PolishSize_in_PolishShape,_3Mo__Stddev_Pct_Contrib__RoughType_n_RoughSize_n_PolishSize_in_PolishShape,_6Mo__Stddev_Pct_Contrib__RoughType_n_RoughSize_n_PolishSize_in_PolishShape,_3Mo__Avg_Pct_Contrib__RoughSize_n_PolishSize_n_PolishShape_in_RoughType,_6Mo__Avg_Pct_Contrib__RoughSize_n_PolishSize_n_PolishShape_in_RoughType,PrevMth_Pct_Contrib__RoughSize_n_PolishSize_n_PolishShape_in_RoughType,Prev3Mth_Pct_Contrib__RoughSize_n_PolishSize_n_PolishShape_in_RoughType,Prev6Mth_Pct_Contrib__RoughSize_n_PolishSize_n_PolishShape_in_RoughType,_3MthTrend_Pct_Contrib__RoughSize_n_PolishSize_n_PolishShape_in_RoughType,_6MthTrend_Pct_Contrib__RoughSize_n_PolishSize_n_PolishShape_in_RoughType,_3Mo__Stddev_Pct_Contrib__RoughSize_n_PolishSize_n_PolishShape_in_RoughType,_6Mo__Stddev_Pct_Contrib__RoughSize_n_PolishSize_n_PolishShape_in_RoughType,_3Mo__Avg_Pct_Contrib__RoughType_n_RoughSize_n_PolishShape_in_PolishSize,_6Mo__Avg_Pct_Contrib__RoughType_n_RoughSize_n_PolishShape_in_PolishSize,PrevMth_Pct_Contrib__RoughType_n_RoughSize_n_PolishShape_in_PolishSize,Prev3Mth_Pct_Contrib__RoughType_n_RoughSize_n_PolishShape_in_PolishSize,Prev6Mth_Pct_Contrib__RoughType_n_RoughSize_n_PolishShape_in_PolishSize,_3MthTrend_Pct_Contrib__RoughType_n_RoughSize_n_PolishShape_in_PolishSize,_6MthTrend_Pct_Contrib__RoughType_n_RoughSize_n_PolishShape_in_PolishSize,_3Mo__Stddev_Pct_Contrib__RoughType_n_RoughSize_n_PolishShape_in_PolishSize,_6Mo__Stddev_Pct_Contrib__RoughType_n_RoughSize_n_PolishShape_in_PolishSize,_3Mo__Avg_Pct_Contrib__RoughType_n_PolishShape_n_PolishSize_in_RoughSize,_6Mo__Avg_Pct_Contrib__RoughType_n_PolishShape_n_PolishSize_in_RoughSize,PrevMth_Pct_Contrib__RoughType_n_PolishShape_n_PolishSize_in_RoughSize,Prev3Mth_Pct_Contrib__RoughType_n_PolishShape_n_PolishSize_in_RoughSize,Prev6Mth_Pct_Contrib__RoughType_n_PolishShape_n_PolishSize_in_RoughSize,_3MthTrend_Pct_Contrib__RoughType_n_PolishShape_n_PolishSize_in_RoughSize,_6MthTrend_Pct_Contrib__RoughType_n_PolishShape_n_PolishSize_in_RoughSize,_3Mo__Stddev_Pct_Contrib__RoughType_n_PolishShape_n_PolishSize_in_RoughSize,_6Mo__Stddev_Pct_Contrib__RoughType_n_PolishShape_n_PolishSize_in_RoughSize,_3Mo__Avg_Pct_Contrib__RoughType_in_RoughSize_n_PolishSize_n_PolishShape,_6Mo__Avg_Pct_Contrib__RoughType_in_RoughSize_n_PolishSize_n_PolishShape,PrevMth_Pct_Contrib__RoughType_in_RoughSize_n_PolishSize_n_PolishShape,Prev3Mth_Pct_Contrib__RoughType_in_RoughSize_n_PolishSize_n_PolishShape,Prev6Mth_Pct_Contrib__RoughType_in_RoughSize_n_PolishSize_n_PolishShape,_3MthTrend_Pct_Contrib__RoughType_in_RoughSize_n_PolishSize_n_PolishShape,_6MthTrend_Pct_Contrib__RoughType_in_RoughSize_n_PolishSize_n_PolishShape,_3Mo__Stddev_Pct_Contrib__RoughType_in_RoughSize_n_PolishSize_n_PolishShape,_6Mo__Stddev_Pct_Contrib__RoughType_in_RoughSize_n_PolishSize_n_PolishShape,_3Mo__Avg_Pct_Contrib__RoughSize_in_RoughType_n_PolishSize_n_PolishShape,_6Mo__Avg_Pct_Contrib__RoughSize_in_RoughType_n_PolishSize_n_PolishShape,PrevMth_Pct_Contrib__RoughSize_in_RoughType_n_PolishSize_n_PolishShape,Prev3Mth_Pct_Contrib__RoughSize_in_RoughType_n_PolishSize_n_PolishShape,Prev6Mth_Pct_Contrib__RoughSize_in_RoughType_n_PolishSize_n_PolishShape,_3MthTrend_Pct_Contrib__RoughSize_in_RoughType_n_PolishSize_n_PolishShape,_6MthTrend_Pct_Contrib__RoughSize_in_RoughType_n_PolishSize_n_PolishShape,_3Mo__Stddev_Pct_Contrib__RoughSize_in_RoughType_n_PolishSize_n_PolishShape,_6Mo__Stddev_Pct_Contrib__RoughSize_in_RoughType_n_PolishSize_n_PolishShape,_3Mo__Avg_Pct_Contrib__PolishSize_in_RoughType_n_RoughSize_n_PolishShape,_6Mo__Avg_Pct_Contrib__PolishSize_in_RoughType_n_RoughSize_n_PolishShape,PrevMth_Pct_Contrib__PolishSize_in_RoughType_n_RoughSize_n_PolishShape,Prev3Mth_Pct_Contrib__PolishSize_in_RoughType_n_RoughSize_n_PolishShape,Prev6Mth_Pct_Contrib__PolishSize_in_RoughType_n_RoughSize_n_PolishShape,_3MthTrend_Pct_Contrib__PolishSize_in_RoughType_n_RoughSize_n_PolishShape,_6MthTrend_Pct_Contrib__PolishSize_in_RoughType_n_RoughSize_n_PolishShape,_3Mo__Stddev_Pct_Contrib__PolishSize_in_RoughType_n_RoughSize_n_PolishShape,_6Mo__Stddev_Pct_Contrib__PolishSize_in_RoughType_n_RoughSize_n_PolishShape,Is_Christmas,Since_Last_Christmas,Next_Christmas,Is_Thanksgiving,Since_Last_Thanksgiving,Next_Thanksgiving,Is_Chinese_NewYear,Since_Last_Chinese_NewYear,Next_Chinese_NewYear,Is_Chinese_GoldenWeek,Since_Last_Chinese_GoldenWeek,Next_Chinese_GoldenWeek,Is_AkshayaTritiya,Since_Last_AkshayaTritiya,Next_AkshayaTritiya,Is_Diwali,Since_Last_Diwali,Next_Diwali,Is_DhanTeras,Since_Last_DhanTeras,Next_DhanTeras,Is_KarwaChauth,Since_Last_KarwaChauth,Next_KarwaChauth,Is_SharadNavratri,Since_Last_SharadNavratri,Next_SharadNavratri,Is_ChaitraNavratri,Since_Last_ChaitraNavratri,Next_ChaitraNavratri,Is_EidAlFitr,Since_Last_EidAlFitr,Next_EidAlFitr,Is_EidAlAdha,Since_Last_EidAlAdha,Next_EidAlAdha,Is_Valentines,Since_Last_Valentines,Next_Valentines,Is_ChineseValentines,Since_Last_ChineseValentines,Next_ChineseValentines,Is_MothersDay,Since_Last_MothersDay,Next_MothersDay,Is_Vicenzaoro_Show,Since_Last_Vicenzaoro_Show,Is_HKIDG_Show,Since_Last_HKIDG_Show,Is_JCK_Show,Since_Last_JCK_Show,Is_IIJS_Show,Since_Last_IIJS_Show,Is_JGWorld_Show,Since_Last_JGWorld_Show,Is_Vicenzaoro_September_Show,Is_IIJS_Signature_Show,Is_IIJS_Tritiya_Show,Is_JGAsia_Show,PrevMth_Since_Last_FedRateChange,PrevMth_Since_Last_RBIRateChange,_3Mo__Avg_Is_FedRateChange,_6Mo__Avg_Is_FedRateChange,PrevMth_Is_FedRateChange,_3Mo__Avg_FedRateChange_bps,_6Mo__Avg_FedRateChange_bps,PrevMth_FedRateChange_bps,_3Mo__Avg_Is_RBIRateChange,_6Mo__Avg_Is_RBIRateChange,PrevMth_Is_RBIRateChange,_3Mo__Avg_RBIRateChange_bps,_6Mo__Avg_RBIRateChange_bps,PrevMth_RBIRateChange_bps,_3Mo__Avg_FedRate,_6Mo__Avg_FedRate,PrevMth_FedRate,Prev3Mth_FedRate,Prev6Mth_FedRate,_3MthTrend_FedRate,_6MthTrend_FedRate,_3Mo__Stddev_FedRate,_6Mo__Stddev_FedRate,_3Mo__Avg_RBIRate,_6Mo__Avg_RBIRate,PrevMth_RBIRate,Prev3Mth_RBIRate,Prev6Mth_RBIRate,_3MthTrend_RBIRate,_6MthTrend_RBIRate,_3Mo__Stddev_RBIRate,_6Mo__Stddev_RBIRate,_3Mo__Avg_ExchRate__USD_INR,_6Mo__Avg_ExchRate__USD_INR,PrevMth_ExchRate__USD_INR,Prev3Mth_ExchRate__USD_INR,Prev6Mth_ExchRate__USD_INR,_3MthTrend_ExchRate__USD_INR,_6MthTrend_ExchRate__USD_INR,_3Mo__Stddev_ExchRate__USD_INR,_6Mo__Stddev_ExchRate__USD_INR,_3Mo__Avg_ExchRate__USD_CNY,_6Mo__Avg_ExchRate__USD_CNY,PrevMth_ExchRate__USD_CNY,Prev3Mth_ExchRate__USD_CNY,Prev6Mth_ExchRate__USD_CNY,_3MthTrend_ExchRate__USD_CNY,_6MthTrend_ExchRate__USD_CNY,_3Mo__Stddev_ExchRate__USD_CNY,_6Mo__Stddev_ExchRate__USD_CNY,_3Mo__Avg_ExchRate__CNY_INR,_6Mo__Avg_ExchRate__CNY_INR,PrevMth_ExchRate__CNY_INR,Prev3Mth_ExchRate__CNY_INR,Prev6Mth_ExchRate__CNY_INR,_3MthTrend_ExchRate__CNY_INR,_6MthTrend_ExchRate__CNY_INR,_3Mo__Stddev_ExchRate__CNY_INR,_6Mo__Stddev_ExchRate__CNY_INR,_3Mo__Avg_ExchRate__EUR_INR,_6Mo__Avg_ExchRate__EUR_INR,PrevMth_ExchRate__EUR_INR,Prev3Mth_ExchRate__EUR_INR,Prev6Mth_ExchRate__EUR_INR,_3MthTrend_ExchRate__EUR_INR,_6MthTrend_ExchRate__EUR_INR,_3Mo__Stddev_ExchRate__EUR_INR,_6Mo__Stddev_ExchRate__EUR_INR,_3Mo__Avg_ExchRate__100JPY_INR,_6Mo__Avg_ExchRate__100JPY_INR,PrevMth_ExchRate__100JPY_INR,Prev3Mth_ExchRate__100JPY_INR,Prev6Mth_ExchRate__100JPY_INR,_3MthTrend_ExchRate__100JPY_INR,_6MthTrend_ExchRate__100JPY_INR,_3Mo__Stddev_ExchRate__100JPY_INR,_6Mo__Stddev_ExchRate__100JPY_INR,_3Mo__Avg_ExchRate__GBP_INR,_6Mo__Avg_ExchRate__GBP_INR,PrevMth_ExchRate__GBP_INR,Prev3Mth_ExchRate__GBP_INR,Prev6Mth_ExchRate__GBP_INR,_3MthTrend_ExchRate__GBP_INR,_6MthTrend_ExchRate__GBP_INR,_3Mo__Stddev_ExchRate__GBP_INR,_6Mo__Stddev_ExchRate__GBP_INR,_3Mo__Avg_MonthlyMarketReturn__US__SnP500,_6Mo__Avg_MonthlyMarketReturn__US__SnP500,PrevMth_MonthlyMarketReturn__US__SnP500,Prev3Mth_MonthlyMarketReturn__US__SnP500,Prev6Mth_MonthlyMarketReturn__US__SnP500,_3MthTrend_MonthlyMarketReturn__US__SnP500,_6MthTrend_MonthlyMarketReturn__US__SnP500,_3Mo__Stddev_MonthlyMarketReturn__US__SnP500,_6Mo__Stddev_MonthlyMarketReturn__US__SnP500,_3Mo__Avg_MonthlyMarketReturn__IND__NIFTY50,_6Mo__Avg_MonthlyMarketReturn__IND__NIFTY50,PrevMth_MonthlyMarketReturn__IND__NIFTY50,Prev3Mth_MonthlyMarketReturn__IND__NIFTY50,Prev6Mth_MonthlyMarketReturn__IND__NIFTY50,_3MthTrend_MonthlyMarketReturn__IND__NIFTY50,_6MthTrend_MonthlyMarketReturn__IND__NIFTY50,_3Mo__Stddev_MonthlyMarketReturn__IND__NIFTY50,_6Mo__Stddev_MonthlyMarketReturn__IND__NIFTY50,_3Mo__Avg_MonthlyMarketReturn__CHN__SSE,_6Mo__Avg_MonthlyMarketReturn__CHN__SSE,PrevMth_MonthlyMarketReturn__CHN__SSE,Prev3Mth_MonthlyMarketReturn__CHN__SSE,Prev6Mth_MonthlyMarketReturn__CHN__SSE,_3MthTrend_MonthlyMarketReturn__CHN__SSE,_6MthTrend_MonthlyMarketReturn__CHN__SSE,_3Mo__Stddev_MonthlyMarketReturn__CHN__SSE,_6Mo__Stddev_MonthlyMarketReturn__CHN__SSE,_3Mo__Avg_MonthlyMarketReturn__JPN__Nikkei225,_6Mo__Avg_MonthlyMarketReturn__JPN__Nikkei225,PrevMth_MonthlyMarketReturn__JPN__Nikkei225,Prev3Mth_MonthlyMarketReturn__JPN__Nikkei225,Prev6Mth_MonthlyMarketReturn__JPN__Nikkei225,_3MthTrend_MonthlyMarketReturn__JPN__Nikkei225,_6MthTrend_MonthlyMarketReturn__JPN__Nikkei225,_3Mo__Stddev_MonthlyMarketReturn__JPN__Nikkei225,_6Mo__Stddev_MonthlyMarketReturn__JPN__Nikkei225,_3Mo__Avg_MonthlyMarketReturn__UK__FTSE100,_6Mo__Avg_MonthlyMarketReturn__UK__FTSE100,PrevMth_MonthlyMarketReturn__UK__FTSE100,Prev3Mth_MonthlyMarketReturn__UK__FTSE100,Prev6Mth_MonthlyMarketReturn__UK__FTSE100,_3MthTrend_MonthlyMarketReturn__UK__FTSE100,_6MthTrend_MonthlyMarketReturn__UK__FTSE100,_3Mo__Stddev_MonthlyMarketReturn__UK__FTSE100,_6Mo__Stddev_MonthlyMarketReturn__UK__FTSE100,_3Mo__Avg_MonthlyMarketReturn__RUS__MOEX,_6Mo__Avg_MonthlyMarketReturn__RUS__MOEX,PrevMth_MonthlyMarketReturn__RUS__MOEX,Prev3Mth_MonthlyMarketReturn__RUS__MOEX,Prev6Mth_MonthlyMarketReturn__RUS__MOEX,_3MthTrend_MonthlyMarketReturn__RUS__MOEX,_6MthTrend_MonthlyMarketReturn__RUS__MOEX,_3Mo__Stddev_MonthlyMarketReturn__RUS__MOEX,_6Mo__Stddev_MonthlyMarketReturn__RUS__MOEX,_3Mo__Avg_MonthlyReturn__Global_Jewellery_n_Luxury_Index,_6Mo__Avg_MonthlyReturn__Global_Jewellery_n_Luxury_Index,PrevMth_MonthlyReturn__Global_Jewellery_n_Luxury_Index,Prev3Mth_MonthlyReturn__Global_Jewellery_n_Luxury_Index,Prev6Mth_MonthlyReturn__Global_Jewellery_n_Luxury_Index,_3MthTrend_MonthlyReturn__Global_Jewellery_n_Luxury_Index,_6MthTrend_MonthlyReturn__Global_Jewellery_n_Luxury_Index,_3Mo__Stddev_MonthlyReturn__Global_Jewellery_n_Luxury_Index,_6Mo__Stddev_MonthlyReturn__Global_Jewellery_n_Luxury_Index,_3Mo__Avg_MonthlyReturn__Indian_Jewellery_n_Luxury_Index,_6Mo__Avg_MonthlyReturn__Indian_Jewellery_n_Luxury_Index,PrevMth_MonthlyReturn__Indian_Jewellery_n_Luxury_Index,Prev3Mth_MonthlyReturn__Indian_Jewellery_n_Luxury_Index,Prev6Mth_MonthlyReturn__Indian_Jewellery_n_Luxury_Index,_3MthTrend_MonthlyReturn__Indian_Jewellery_n_Luxury_Index,_6MthTrend_MonthlyReturn__Indian_Jewellery_n_Luxury_Index,_3Mo__Stddev_MonthlyReturn__Indian_Jewellery_n_Luxury_Index,_6Mo__Stddev_MonthlyReturn__Indian_Jewellery_n_Luxury_Index,_3Mo__Avg_ExchRate__USD_RUB,_6Mo__Avg_ExchRate__USD_RUB,PrevMth_ExchRate__USD_RUB,Prev3Mth_ExchRate__USD_RUB,Prev6Mth_ExchRate__USD_RUB,_3MthTrend_ExchRate__USD_RUB,_6MthTrend_ExchRate__USD_RUB,_3Mo__Stddev_ExchRate__USD_RUB,_6Mo__Stddev_ExchRate__USD_RUB,_3Mo__Avg_ExchRate__INR_RUB,_6Mo__Avg_ExchRate__INR_RUB,PrevMth_ExchRate__INR_RUB,Prev3Mth_ExchRate__INR_RUB,Prev6Mth_ExchRate__INR_RUB,_3MthTrend_ExchRate__INR_RUB,_6MthTrend_ExchRate__INR_RUB,_3Mo__Stddev_ExchRate__INR_RUB,_6Mo__Stddev_ExchRate__INR_RUB,_3Mo__Avg_MonthlyMarketReturn__Gold,_6Mo__Avg_MonthlyMarketReturn__Gold,PrevMth_MonthlyMarketReturn__Gold,Prev3Mth_MonthlyMarketReturn__Gold,Prev6Mth_MonthlyMarketReturn__Gold,_3MthTrend_MonthlyMarketReturn__Gold,_6MthTrend_MonthlyMarketReturn__Gold,_3Mo__Stddev_MonthlyMarketReturn__Gold,_6Mo__Stddev_MonthlyMarketReturn__Gold,_3Mo__Avg_MonthlyMarketReturn__Silver,_6Mo__Avg_MonthlyMarketReturn__Silver,PrevMth_MonthlyMarketReturn__Silver,Prev3Mth_MonthlyMarketReturn__Silver,Prev6Mth_MonthlyMarketReturn__Silver,_3MthTrend_MonthlyMarketReturn__Silver,_6MthTrend_MonthlyMarketReturn__Silver,_3Mo__Stddev_MonthlyMarketReturn__Silver,_6Mo__Stddev_MonthlyMarketReturn__Silver
8692,CLIV,4-6Grs,0.30-0.499,R,202601,0.0,2026-01-01,44.0,99.333,15.0,69.0,191.0,-54.0,-176.0,27.221,66.171,134.607,106.875,158.67,106.55,64.9,52.1,93.8,26.288,35.726,0.26,0.618,0.09,0.44,1.26,-0.4,-1.2,0.175,0.441,2.477,5.323,0.93,4.22,11.34,-3.3,-10.4,1.654,3.878,2.233,4.92,0.91,3.83,10.44,-2.9,-9.5,1.479,3.705,2.417,4.873,0.83,4.23,8.75,-3.4,-7.9,1.711,3.155,3.147,5.787,1.02,5.09,10.77,-4.1,-9.8,2.041,3.419,5.073,8.445,1.6,8.45,11.34,-6.9,-9.7,3.426,4.295,40.73,35.867,33.33,46.0,25.85,-12.7,7.5,6.598,7.442,0.653,1.593,0.25,1.09,3.64,-0.8,-3.4,0.421,1.25,0.937,1.72,0.3,1.51,2.92,-1.2,-2.6,0.607,0.969,1.047,2.347,0.31,1.89,4.26,-1.6,-4.0,0.795,1.599,1.427,3.037,0.52,2.48,5.68,-2.0,-5.2,0.988,2.086,3.33,7.16,1.26,5.72,14.76,-4.5,-13.5,2.247,5.182,17.55,26.065,8.52,26.74,43.12,-18.2,-34.6,9.111,11.938,78.557,73.058,75.0,79.31,66.55,-4.3,8.5,3.246,6.396,0.0,1.0,11.0,0.0,2.0,10.0,0.0,12.0,1.0,0.0,3.0,9.0,0.0,9.0,3.0,0.0,3.0,10.0,0.0,3.0,10.0,0.0,3.0,9.0,0.0,4.0,9.0,0.0,9.0,2.0,0.0,10.0,2.0,0.0,7.0,4.0,0.0,11.0,1.0,0.0,5.0,7.0,0.0,8.0,4.0,1.0,12.0,0.0,10.0,0.0,7.0,0.0,5.0,0.0,4.0,0.0,1.0,0.0,0.0,1,5,0.667,0.333,0,-16.667,-8.333,0,0.0,0.167,0,0.0,-8.333,0,2.583,3.417,0.0,4.0,4.25,-4.0,-4.3,2.241,1.686,5.5,5.5,5.5,5.5,5.5,0.0,0.0,0.0,0.0,88.73,87.612,89.5,88.32,85.78,1.2,3.7,0.667,1.414,7.107,7.142,7.07,7.13,7.19,-0.1,-0.1,0.032,0.044,12.487,12.27,12.66,12.39,11.93,0.3,0.7,0.15,0.269,102.907,101.307,102.24,103.21,96.81,-1.0,5.4,0.578,2.422,58.92,58.682,57.28,59.83,58.94,-2.5,-1.7,1.423,1.037,122.283,120.403,123.5,122.1,116.32,1.4,7.2,1.136,2.547,1.977,2.495,0.13,3.53,4.96,-3.4,-4.8,1.719,1.627,1.183,1.715,4.51,-1.72,6.57,6.2,-2.1,3.137,3.677,6.067,1.667,1.3,17.4,-3.9,-16.1,5.2,9.856,7.939,0.8,0.467,1.2,-1.9,2.8,3.1,-1.6,2.524,2.194,-0.967,-0.267,-1.8,-1.5,-1.3,-0.3,-0.5,1.193,1.623,0.537,-1.407,2.18,5.85,0.6,-3.7,1.6,6.298,5.146,4.1,2.017,4.8,6.4,3.5,-1.6,1.3,2.718,3.468,4.5,4.1,3.8,4.6,8.9,-0.8,-5.1,0.656,3.255,80.057,79.295,78.1,82.45,78.62,-4.4,-0.5,2.208,1.656,0.913,0.908,0.9,0.93,0.91,-0.0,-0.0,0.015,0.013,4.033,3.95,2.2,4.4,1.9,-2.2,0.3,1.68,1.74,12.6,9.583,18.5,11.1,-0.5,7.4,19.0,5.311,6.269
